	neuroNER_ID	neuroNER_Name
525	ABA_REGION:390	Supraoptic nucleus
526	ABA_REGION:391	Field CA1, stratum lacunosum-moleculare
527	ABA_REGION:392	Nucleus of the lateral olfactory tract, layers 1-3
528	ABA_REGION:393	Posterolateral visual area, layer 6b
529	ABA_REGION:394	Anteromedial visual area
530	ABA_REGION:395	Medullary reticular nucleus
531	ABA_REGION:396	internal arcuate fibers
532	ABA_REGION:397	ventral tegmental decussation
533	ABA_REGION:398	Superior olivary complex
534	ABA_REGION:399	Field CA1, stratum oriens
535	ABA_REGION:4	Inferior colliculus
536	ABA_REGION:400	Piriform-amygdalar area, layers 1-3
537	ABA_REGION:401	Anteromedial visual area, layer 4
538	ABA_REGION:402	Anterolateral visual area
539	ABA_REGION:403	Medial amygdalar nucleus
540	ABA_REGION:404	olivocerebellar tract
541	ABA_REGION:405	ventrolateral hypothalamic tract
542	ABA_REGION:406	Subparafascicular nucleus
543	ABA_REGION:407	Field CA1, pyramidal layer
544	ABA_REGION:408	Piriform-amygdalar area, molecular layer
545	ABA_REGION:409	Lateral visual area
546	ABA_REGION:41	posteromedial visual area, layer 2/3
547	ABA_REGION:410	reticulocerebellar tract
548	ABA_REGION:411	Medial amygdalar nucleus, anterodorsal part
549	ABA_REGION:412	Orbital area, lateral part, layer 2/3
550	ABA_REGION:413	vestibular nerve
551	ABA_REGION:414	Subparafascicular nucleus, magnocellular part
552	ABA_REGION:415	Field CA1, stratum radiatum
553	ABA_REGION:416	Piriform-amygdalar area, pyramidal layer
554	ABA_REGION:418	Medial amygdalar nucleus, anteroventral part
555	ABA_REGION:419	Entorhinal area, medial part, ventral zone, layer 4
556	ABA_REGION:42	Superior colliculus, motor related, deep white layer
557	ABA_REGION:420	precommissural fornix diagonal band
558	ABA_REGION:421	Lateral visual area, layer 1
559	ABA_REGION:422	Subparafascicular nucleus, parvicellular part
560	ABA_REGION:423	Field CA2
561	ABA_REGION:424	Piriform-amygdalar area, polymorph layer
562	ABA_REGION:425	Posterolateral visual area
563	ABA_REGION:426	Medial amygdalar nucleus, posterodorsal part
564	ABA_REGION:427	Ectorhinal area/Layer 2/3
565	ABA_REGION:428	medial corticohypothalmic tract
566	ABA_REGION:429	Spinal nucleus of the trigeminal, caudal part
567	ABA_REGION:43	ansoparamedian fissure
568	ABA_REGION:430	Retrosplenial area, ventral part, layer 2/3
569	ABA_REGION:431	Field CA2, stratum lacunosum-moleculare
570	ABA_REGION:432	Nucleus circularis
571	ABA_REGION:433	Anteromedial visual area, layer 5
572	ABA_REGION:434	Retrosplenial area, dorsal part, layer 2/3
573	ABA_REGION:435	Medial amygdalar nucleus, posteroventral part
574	ABA_REGION:436	columns of the fornix
575	ABA_REGION:437	Spinal nucleus of the trigeminal, interpolar part
576	ABA_REGION:438	Field CA2, stratum oriens
577	ABA_REGION:439	Paraventricular hypothalamic nucleus, descending division, dorsal parvicellular part
578	ABA_REGION:44	Infralimbic area
579	ABA_REGION:440	Orbital area, lateral part, layer 6a
580	ABA_REGION:441	Anteromedial visual area, layer 6b
581	ABA_REGION:442	Retrosplenial area, dorsal part, layer 1
582	ABA_REGION:443	dorsal hippocampal commissure
583	ABA_REGION:444	Medial group of the dorsal thalamus
584	ABA_REGION:445	Spinal nucleus of the trigeminal, oral part
585	ABA_REGION:446	Field CA2, pyramidal layer
586	ABA_REGION:447	Paraventricular hypothalamic nucleus, descending division, forniceal part
587	ABA_REGION:448	Orbital area, lateral part, layer 1
588	ABA_REGION:449	ventral hippocampal commissure
589	ABA_REGION:45	Spinal nucleus of the trigeminal, oral part, rostral dorsomedial part
590	ABA_REGION:450	Primary somatosensory area, upper limb, layer 1
591	ABA_REGION:451	Basolateral amygdalar nucleus, ventral part
592	ABA_REGION:452	Median preoptic nucleus
593	ABA_REGION:453	Somatosensory areas
594	ABA_REGION:454	Field CA2, stratum radiatum
595	ABA_REGION:455	Paraventricular hypothalamic nucleus, descending division, lateral parvicellular part
596	ABA_REGION:456	Posterior auditory area, layer 6b
597	ABA_REGION:457	Visual areas, layer 6a
598	ABA_REGION:458	Olfactory tubercle, molecular layer
599	ABA_REGION:459	accessory olfactory tract
600	ABA_REGION:46	mammillary related
601	ABA_REGION:460	Midbrain trigeminal nucleus
602	ABA_REGION:461	Primary somatosensory area, trunk, layer 6b
603	ABA_REGION:462	Superior salivatory nucleus
604	ABA_REGION:463	Field CA3
605	ABA_REGION:464	Paraventricular hypothalamic nucleus, descending division, medial parvicellular part, ventral zone
606	ABA_REGION:465	Olfactory tubercle, pyramidal layer
607	ABA_REGION:466	alveus
608	ABA_REGION:467	Hypothalamic medial zone
609	ABA_REGION:468	Entorhinal area, medial part, dorsal zone, layer 2a
610	ABA_REGION:469	posteromedial visual area, layer 6b
611	ABA_REGION:47	Paraventricular hypothalamic nucleus, magnocellular division, anterior magnocellular part
612	ABA_REGION:470	Subthalamic nucleus
613	ABA_REGION:471	Field CA3, stratum lacunosum-moleculare
614	ABA_REGION:472	Medial amygdalar nucleus, posterodorsal part, sublayer a
615	ABA_REGION:473	Olfactory tubercle, polymorph layer
616	ABA_REGION:474	angular path
617	ABA_REGION:475	Medial geniculate complex
618	ABA_REGION:476	Orbital area, layer 6a
619	ABA_REGION:477	Striatum
620	ABA_REGION:478	Primary somatosensory area, lower limb, layer 6a
621	ABA_REGION:479	Field CA3, stratum lucidum
622	ABA_REGION:48	Anterior cingulate area, ventral part
623	ABA_REGION:480	Medial amygdalar nucleus, posterodorsal part, sublayer b
624	ABA_REGION:481	Islands of Calleja
625	ABA_REGION:482	brachium of the inferior colliculus
626	ABA_REGION:483	Medial habenula
627	ABA_REGION:484	Orbital area, medial part, layer 1
628	ABA_REGION:485	Striatum dorsal region
629	ABA_REGION:486	Field CA3, stratum oriens
630	ABA_REGION:487	Medial amygdalar nucleus, posterodorsal part, sublayer c
631	ABA_REGION:488	Orbital area, lateral part, layer 6b
632	ABA_REGION:489	Major island of Calleja
633	ABA_REGION:49	intraparafloccular fissure
634	ABA_REGION:490	bulbocerebellar tract
635	ABA_REGION:491	Medial mammillary nucleus
636	ABA_REGION:492	Orbital area, layer 2/3
637	ABA_REGION:493	Striatum ventral region
638	ABA_REGION:494	Superior colliculus, motor related, intermediate gray layer, sublayer a
639	ABA_REGION:495	Field CA3, pyramidal layer
640	ABA_REGION:496	Dorsal peduncular area, layer 1
641	ABA_REGION:497	Visual areas, layer 6b
642	ABA_REGION:498	Bed nuclei of the stria terminalis, anterior division, anteromedial area
643	ABA_REGION:499	cuneocerebellar tract
644	ABA_REGION:50	Precommissural nucleus
645	ABA_REGION:500	Somatomotor areas
646	ABA_REGION:501	posteromedial visual area, layer 4
647	ABA_REGION:502	Subiculum
648	ABA_REGION:503	Superior colliculus, motor related, intermediate gray layer, sublayer b
649	ABA_REGION:504	Field CA3, stratum radiatum
650	ABA_REGION:505	Bed nuclei of the stria terminalis, anterior division, dorsomedial nucleus
651	ABA_REGION:506	dorsal acoustic stria
652	ABA_REGION:507	Main olfactory bulb
653	ABA_REGION:508	Entorhinal area, medial part, dorsal zone, layer 2b
654	ABA_REGION:509	Subiculum, dorsal part
655	ABA_REGION:51	Intralaminar nuclei of the dorsal thalamus
656	ABA_REGION:510	Primary somatosensory area, lower limb, layer 6b
657	ABA_REGION:511	Superior colliculus, motor related, intermediate gray layer, sublayer c
658	ABA_REGION:512	Cerebellum
659	ABA_REGION:513	Bed nuclei of the stria terminalis, anterior division, fusiform nucleus
660	ABA_REGION:514	dorsal column
661	ABA_REGION:515	Medial preoptic nucleus
662	ABA_REGION:516	Orbital area, layer 6b
663	ABA_REGION:517	Postpiriform transition area, layers 1-3
664	ABA_REGION:518	Subiculum, ventral part
665	ABA_REGION:519	Cerebellar nuclei
666	ABA_REGION:52	Entorhinal area, lateral part, layer 3
667	ABA_REGION:520	Ventral auditory area, layer 6a
668	ABA_REGION:521	Bed nuclei of the stria terminalis, anterior division, magnocellular nucleus
669	ABA_REGION:522	dorsal commissure of the spinal cord
670	ABA_REGION:523	Medial preoptic area
671	ABA_REGION:524	Orbital area, medial part, layer 2
672	ABA_REGION:525	Supramammillary nucleus
673	ABA_REGION:526	Entorhinal area, medial part, dorsal zone, layer 1
674	ABA_REGION:527	Dorsal auditory area, layer 1
675	ABA_REGION:528	Cerebellar cortex
676	ABA_REGION:529	Bed nuclei of the stria terminalis, anterior division, ventral nucleus
677	ABA_REGION:53	Spinal nucleus of the trigeminal, oral part, middle dorsomedial part, dorsal zone
678	ABA_REGION:530	dorsal fornix
679	ABA_REGION:531	Medial pretectal area
680	ABA_REGION:532	Posterior parietal association areas, layer 1
681	ABA_REGION:533	posteromedial visual area
682	ABA_REGION:534	Supratrigeminal nucleus
683	ABA_REGION:535	Dorsal peduncular area, layer 2
684	ABA_REGION:536	Central amygdalar nucleus
685	ABA_REGION:537	Bed nuclei of the stria terminalis, anterior division, anterolateral area
686	ABA_REGION:538	dorsal limb
687	ABA_REGION:539	Midbrain reticular nucleus, magnocellular part
688	ABA_REGION:54	medial forebrain bundle
689	ABA_REGION:540	Perirhinal area, layer 1
690	ABA_REGION:541	Temporal association areas
691	ABA_REGION:542	Retrosplenial area, ventral part, layer 1
692	ABA_REGION:543	Entorhinal area, medial part, dorsal zone, layer 2
693	ABA_REGION:544	Central amygdalar nucleus, capsular part
694	ABA_REGION:545	Retrosplenial area, dorsal part, layer 4
695	ABA_REGION:546	Bed nuclei of the stria terminalis, anterior division, juxtacapsular nucleus
696	ABA_REGION:547	dorsal longitudinal fascicle
697	ABA_REGION:548	Midbrain reticular nucleus, magnocellular part, general
698	ABA_REGION:549	Thalamus
699	ABA_REGION:55	Paraventricular hypothalamic nucleus, parvicellular division, anterior parvicellular part
700	ABA_REGION:550	Entorhinal area, medial part, dorsal zone, layer 5/6
701	ABA_REGION:551	Central amygdalar nucleus, lateral part
702	ABA_REGION:552	Pontine reticular nucleus, ventral part
703	ABA_REGION:553	dorsal spinocerebellar tract
704	ABA_REGION:554	Bed nuclei of the stria terminalis, anterior division, oval nucleus
705	ABA_REGION:555	Midbrain reticular nucleus, parvicellular part
706	ABA_REGION:556	Infralimbic area, layer 2/3
707	ABA_REGION:557	Tuberomammillary nucleus
708	ABA_REGION:558	Primary somatosensory area, nose, layer 1
709	ABA_REGION:559	Central amygdalar nucleus, medial part
710	ABA_REGION:56	Nucleus accumbens
711	ABA_REGION:560	Cochlear nucleus, subpedunclular granular region
712	ABA_REGION:561	Visual areas, layer 2/3
713	ABA_REGION:562	Bed nuclei of the stria terminalis, anterior division, rhomboid nucleus
714	ABA_REGION:563	dorsal tegmental tract
715	ABA_REGION:564	Medial septal nucleus
716	ABA_REGION:565	posteromedial visual area, layer 5
717	ABA_REGION:566	Postpiriform transition area
718	ABA_REGION:567	Cerebrum
719	ABA_REGION:568	Accessory abducens nucleus
720	ABA_REGION:569	Bed nuclei of the stria terminalis, posterior division, dorsal nucleus
721	ABA_REGION:57	paramedian sulcus
722	ABA_REGION:570	dorsolateral fascicle
723	ABA_REGION:571	Midline group of the dorsal thalamus
724	ABA_REGION:572	Anterior cingulate area, layer 1
725	ABA_REGION:573	Lateral visual area, layer 4
726	ABA_REGION:574	Tegmental reticular nucleus
727	ABA_REGION:575	Central lateral nucleus of the thalamus
728	ABA_REGION:576	Accessory facial motor nucleus
729	ABA_REGION:577	Primary somatosensory area, upper limb, layer 4
730	ABA_REGION:578	Bed nuclei of the stria terminalis, posterior division, principal nucleus
731	ABA_REGION:579	external capsule
732	ABA_REGION:58	Medial terminal nucleus of the accessory optic tract
733	ABA_REGION:580	Nucleus of the brachium of the inferior colliculus
734	ABA_REGION:581	Triangular nucleus of septum
735	ABA_REGION:582	Orbital area, medial part, layer 2/3
736	ABA_REGION:583	Claustrum
737	ABA_REGION:584	Cortical amygdalar area, posterior part, lateral zone, layers 1-2
738	ABA_REGION:585	Bed nuclei of the stria terminalis, posterior division, interfascicular nucleus
739	ABA_REGION:586	fasciculus proprius
740	ABA_REGION:587	Nucleus of Darkschewitsch
741	ABA_REGION:588	Anterior cingulate area, ventral part, layer 1
742	ABA_REGION:589	Taenia tecta
743	ABA_REGION:59	Intermediodorsal nucleus of the thalamus
744	ABA_REGION:590	Retrosplenial area, ventral part, layer 6a
745	ABA_REGION:591	Central linear nucleus raphe
746	ABA_REGION:592	Cortical amygdalar area, posterior part, medial zone, layers 1-2
747	ABA_REGION:593	Primary visual area, layer 1
748	ABA_REGION:594	Bed nuclei of the stria terminalis, posterior division, transverse nucleus
749	ABA_REGION:595	fasciculus retroflexus
750	ABA_REGION:596	Diagonal band nucleus
751	ABA_REGION:597	Taenia tecta, dorsal part
752	ABA_REGION:598	Ventral auditory area, layer 6b
753	ABA_REGION:599	Central medial nucleus of the thalamus
754	ABA_REGION:6	internal capsule
755	ABA_REGION:60	Entorhinal area, lateral part, layer 6b
756	ABA_REGION:600	Dorsal auditory area, layer 2/3
757	ABA_REGION:601	Anterolateral visual area, layer 6a
758	ABA_REGION:602	Bed nuclei of the stria terminalis, posterior division, strial extension
759	ABA_REGION:603	fimbria
760	ABA_REGION:604	Nucleus incertus
761	ABA_REGION:605	Taenia tecta, ventral part
762	ABA_REGION:606	Retrosplenial area, ventral part, layer 2
763	ABA_REGION:607	Cochlear nuclei
764	ABA_REGION:608	Orbital area, ventrolateral part, layer 6a
765	ABA_REGION:609	Subparafascicular area
766	ABA_REGION:61	Spinal nucleus of the trigeminal, oral part, middle dorsomedial part, ventral zone
767	ABA_REGION:610	Retrosplenial area, dorsal part, layer 5
768	ABA_REGION:611	habenular commissure
769	ABA_REGION:612	Nucleus of the lateral lemniscus
770	ABA_REGION:613	Lateral visual area, layer 5
771	ABA_REGION:614	Tuberal nucleus
772	ABA_REGION:615	Substantia nigra, lateral part
773	ABA_REGION:616	Cuneiform nucleus
774	ABA_REGION:617	Mediodorsal nucleus of the thalamus, central part
775	ABA_REGION:618	hippocampal commissures
776	ABA_REGION:619	Nucleus of the lateral olfactory tract
777	ABA_REGION:62	medial longitudinal fascicle
778	ABA_REGION:620	Orbital area, medial part, layer 5
779	ABA_REGION:621	Motor nucleus of trigeminal
780	ABA_REGION:622	Retrosplenial area, ventral part, layer 6b
781	ABA_REGION:623	Cerebral nuclei
782	ABA_REGION:624	Interpeduncular fossa
783	ABA_REGION:625	Primary somatosensory area, upper limb, layer 5
784	ABA_REGION:626	Mediodorsal nucleus of the thalamus, lateral part
785	ABA_REGION:627	hypothalamohypophysial tract
786	ABA_REGION:628	Nucleus of the optic tract
787	ABA_REGION:629	Ventral anterior-lateral complex of the thalamus
788	ABA_REGION:63	Paraventricular hypothalamic nucleus, descending division
789	ABA_REGION:630	Orbital area, lateral part, layer 5
790	ABA_REGION:631	Cortical amygdalar area
791	ABA_REGION:632	Dentate gyrus, granule cell layer
792	ABA_REGION:633	inferior colliculus commissure
793	ABA_REGION:634	Nucleus of the posterior commissure
794	ABA_REGION:635	Posterior parietal association areas, layer 4
795	ABA_REGION:636	Mediodorsal nucleus of the thalamus, medial part
796	ABA_REGION:637	Ventral group of the dorsal thalamus
797	ABA_REGION:638	Gustatory areas, layer 6a
798	ABA_REGION:639	Cortical amygdalar area, anterior part
799	ABA_REGION:64	Anterodorsal nucleus
800	ABA_REGION:640	Efferent vestibular nucleus
801	ABA_REGION:641	intermediate acoustic stria
802	ABA_REGION:642	Nucleus of the trapezoid body
803	ABA_REGION:643	Posterior auditory area, layer 2/3
804	ABA_REGION:644	Somatomotor areas, Layer 6a
805	ABA_REGION:645	Vermal regions
806	ABA_REGION:646	Dorsal peduncular area, layer 5
807	ABA_REGION:647	Cortical amygdalar area, posterior part
808	ABA_REGION:648	Primary motor area, Layer 5
809	ABA_REGION:649	Anterolateral visual area, layer 6b
810	ABA_REGION:65	parafloccular sulcus
811	ABA_REGION:650	juxtarestiform body
812	ABA_REGION:651	Nucleus of the solitary tract
813	ABA_REGION:652	Paraventricular hypothalamic nucleus, magnocellular division, posterior magnocellular part, lateral zone
814	ABA_REGION:653	Abducens nucleus
815	ABA_REGION:654	Primary somatosensory area, nose, layer 4
816	ABA_REGION:655	Cortical amygdalar area, posterior part, lateral zone
817	ABA_REGION:656	Secondary motor area, layer 1
818	ABA_REGION:657	Primary somatosensory area, mouth, layer 2/3
819	ABA_REGION:658	lateral lemniscus
820	ABA_REGION:659	Nucleus of the solitary tract, central part
821	ABA_REGION:66	Lateral terminal nucleus of the accessory optic tract
822	ABA_REGION:660	Paraventricular hypothalamic nucleus, magnocellular division, posterior magnocellular part, medial zone
823	ABA_REGION:661	Facial motor nucleus
824	ABA_REGION:662	Gustatory areas, layer 6b
825	ABA_REGION:663	Cortical amygdalar area, posterior part, medial zone
826	ABA_REGION:664	Entorhinal area, medial part, dorsal zone, layer 3
827	ABA_REGION:665	lateral olfactory tract, body
828	ABA_REGION:666	Nucleus of the solitary tract, commissural part
829	ABA_REGION:667	Frontal pole, layer 2/3
830	ABA_REGION:668	Dorsomedial nucleus of the hypothalamus, anterior part
831	ABA_REGION:669	Visual areas
832	ABA_REGION:67	Interstitial nucleus of Cajal
833	ABA_REGION:670	Primary somatosensory area, trunk, layer 2/3
834	ABA_REGION:671	Retrosplenial area, lateral agranular part, layer 1
835	ABA_REGION:672	Caudoputamen
836	ABA_REGION:673	mammillary peduncle
837	ABA_REGION:674	Nucleus of the solitary tract, gelatinous part
838	ABA_REGION:675	Agranular insular area, ventral part, layer 6a
839	ABA_REGION:676	Dorsomedial nucleus of the hypothalamus, posterior part
840	ABA_REGION:677	Visceral area
841	ABA_REGION:678	Dorsal auditory area, layer 4
842	ABA_REGION:679	Superior central nucleus raphe
843	ABA_REGION:68	Frontal pole, layer 1
844	ABA_REGION:680	Orbital area, ventrolateral part, layer 6b
845	ABA_REGION:681	mammillotegmental tract
846	ABA_REGION:682	Nucleus of the solitary tract, lateral part
847	ABA_REGION:683	Posterior parietal association areas, layer 5
848	ABA_REGION:684	Dorsomedial nucleus of the hypothalamus, ventral part
849	ABA_REGION:685	Ventral medial nucleus of the thalamus
850	ABA_REGION:686	Primary somatosensory area, layer 6a
851	ABA_REGION:687	Retrosplenial area, ventral part, layer 5
852	ABA_REGION:688	Cerebral cortex
853	ABA_REGION:689	Ventrolateral preoptic nucleus
854	ABA_REGION:69	Spinal nucleus of the trigeminal, oral part, ventrolateral part
855	ABA_REGION:690	mammilothalmic tract
856	ABA_REGION:691	Nucleus of the solitary tract, medial part
857	ABA_REGION:692	Perirhinal area, layer 5
858	ABA_REGION:693	Ventromedial hypothalamic nucleus
859	ABA_REGION:694	Agranular insular area, ventral part, layer 2/3
860	ABA_REGION:695	Cortical plate
861	ABA_REGION:696	Posterior auditory area, layer 1
